Energy (meV),DOS
139.8,7.20E-12
139.9,6.56E-12
140,5.97E-12
140.1,5.43E-12
140.2,4.94E-12
140.3,4.49E-12
140.4,4.09E-12
140.5,3.71E-12
140.6,3.38E-12
140.7,3.07E-12
140.8,2.79E-12
140.9,2.53E-12
141,2.30E-12
141.1,2.09E-12
141.2,1.90E-12
141.3,1.72E-12
141.4,1.56E-12
141.5,1.42E-12
141.6,1.28E-12
141.7,1.16E-12
141.8,1.06E-12
141.9,9.57E-13
142,8.68E-13
142.1,7.86E-13
142.2,7.12E-13
142.3,6.45E-13
142.4,5.84E-13
142.5,5.29E-13
142.6,4.79E-13
142.7,4.33E-13
142.8,3.92E-13
142.9,3.55E-13
143,3.21E-13
143.1,2.90E-13
143.2,2.62E-13
143.3,2.37E-13
143.4,2.14E-13
143.5,1.93E-13
143.6,1.75E-13
143.7,1.58E-13
143.8,1.43E-13
143.9,1.29E-13
144,1.16E-13
144.1,1.05E-13
144.2,9.45E-14
144.3,8.53E-14
144.4,7.69E-14
144.5,6.93E-14
144.6,6.25E-14
144.7,5.63E-14
144.8,5.08E-14
144.9,4.57E-14
145,4.12E-14
145.1,3.71E-14
145.2,3.34E-14
145.3,3.01E-14
145.4,2.70E-14
145.5,2.43E-14
145.6,2.19E-14
145.7,1.97E-14
145.8,1.77E-14
145.9,1.59E-14
146,1.43E-14
146.1,1.29E-14
146.2,1.15E-14
146.3,1.04E-14
146.4,9.32E-15
146.5,8.37E-15
146.6,7.51E-15
146.7,6.74E-15
146.8,6.05E-15
146.9,5.43E-15
147,4.87E-15
147.1,4.36E-15
147.2,3.91E-15
147.3,3.51E-15
147.4,3.14E-15
147.5,2.82E-15
147.6,2.52E-15
147.7,2.26E-15
147.8,2.02E-15
147.9,1.81E-15
148,1.62E-15
148.1,1.45E-15
148.2,1.30E-15
148.3,1.16E-15
148.4,1.04E-15
148.5,9.29E-16
148.6,8.31E-16
148.7,7.42E-16
148.8,6.63E-16
148.9,5.93E-16
149,5.29E-16
149.1,4.73E-16
149.2,4.22E-16
149.3,3.77E-16
149.4,3.36E-16
149.5,3.00E-16
149.6,2.68E-16
149.7,2.39E-16
149.8,2.13E-16
149.9,1.90E-16
150,1.69E-16
150.1,1.51E-16
150.2,1.34E-16
150.3,1.20E-16
150.4,1.07E-16
150.5,9.50E-17
150.6,8.46E-17
150.7,7.53E-17
150.8,6.70E-17
150.9,5.96E-17
151,5.30E-17
151.1,4.71E-17
151.2,4.19E-17
151.3,3.73E-17
151.4,3.31E-17
151.5,2.94E-17
151.6,2.61E-17
151.7,2.32E-17
151.8,2.06E-17
151.9,1.83E-17
152,1.63E-17
152.1,1.44E-17
152.2,1.28E-17
152.3,1.14E-17
152.4,1.01E-17
152.5,8.93E-18
152.6,7.92E-18
152.7,7.02E-18
152.8,6.22E-18
152.9,5.51E-18
153,4.88E-18
153.1,4.32E-18
153.2,3.83E-18
153.3,3.39E-18
153.4,3.00E-18
153.5,2.66E-18
153.6,2.35E-18
153.7,2.08E-18
153.8,1.84E-18
153.9,1.62E-18
154,1.44E-18
154.1,1.27E-18
154.2,1.12E-18
154.3,9.91E-19
154.4,8.75E-19
154.5,7.73E-19
154.6,6.83E-19
154.7,6.02E-19
154.8,5.32E-19
154.9,4.69E-19
155,4.14E-19
155.1,3.65E-19
155.2,3.22E-19
155.3,2.84E-19
155.4,2.50E-19
155.5,2.20E-19
155.6,1.94E-19
155.7,1.71E-19
155.8,1.51E-19
155.9,1.33E-19
156,1.17E-19
156.1,1.03E-19
156.2,9.04E-20
156.3,7.96E-20
156.4,7.00E-20
156.5,6.15E-20
156.6,5.41E-20
156.7,4.76E-20
156.8,4.18E-20
156.9,3.67E-20
157,3.23E-20
157.1,2.83E-20
157.2,2.49E-20
157.3,2.19E-20
157.4,1.92E-20
157.5,1.68E-20
157.6,1.48E-20
157.7,1.30E-20
157.8,1.14E-20
157.9,9.96E-21
158,8.73E-21
158.1,7.65E-21
158.2,6.71E-21
158.3,5.88E-21
158.4,5.15E-21
158.5,4.51E-21
158.6,3.95E-21
158.7,3.45E-21
158.8,3.02E-21
158.9,2.65E-21
159,2.31E-21
159.1,2.02E-21
159.2,1.77E-21
159.3,1.55E-21
159.4,1.35E-21
159.5,1.18E-21
159.6,1.03E-21
159.7,9.02E-22
159.8,7.88E-22
159.9,6.88E-22
160,6.01E-22
160.1,5.24E-22
160.2,4.58E-22
160.3,3.99E-22
160.4,3.48E-22
160.5,3.04E-22
160.6,2.65E-22
160.7,2.31E-22
160.8,2.01E-22
160.9,1.75E-22
161,1.53E-22
161.1,1.33E-22
161.2,1.16E-22
161.3,1.01E-22
161.4,8.78E-23
161.5,7.64E-23
161.6,6.64E-23
161.7,5.78E-23
161.8,5.03E-23
161.9,4.37E-23
162,3.80E-23
162.1,3.30E-23
162.2,2.87E-23
162.3,2.49E-23
162.4,2.17E-23
162.5,1.88E-23
162.6,1.63E-23
162.7,1.42E-23
162.8,1.23E-23
162.9,1.07E-23
163,9.26E-24
163.1,8.03E-24
163.2,6.97E-24
163.3,6.04E-24
163.4,5.24E-24
163.5,4.54E-24
163.6,3.93E-24
163.7,3.41E-24
163.8,2.95E-24
163.9,2.55E-24
164,2.21E-24
164.1,1.91E-24
164.2,1.66E-24
164.3,1.43E-24
164.4,1.24E-24
164.5,1.07E-24
164.6,9.26E-25
164.7,8.01E-25
164.8,6.92E-25
164.9,5.98E-25
165,5.17E-25
165.1,4.46E-25
165.2,3.85E-25
165.3,3.33E-25
165.4,2.87E-25
165.5,2.48E-25
165.6,2.14E-25
165.7,1.84E-25
165.8,1.59E-25
165.9,1.37E-25
166,1.18E-25
166.1,1.02E-25
166.2,8.78E-26
166.3,7.57E-26
166.4,6.52E-26
166.5,5.61E-26
166.6,4.83E-26
166.7,4.16E-26
166.8,3.58E-26
166.9,3.08E-26
167,2.65E-26
167.1,2.28E-26
167.2,1.96E-26
167.3,1.68E-26
167.4,1.45E-26
167.5,1.24E-26
167.6,1.07E-26
167.7,9.18E-27
167.8,7.89E-27
167.9,6.77E-27
168,5.81E-27
168.1,4.99E-27
168.2,4.28E-27
168.3,3.67E-27
168.4,3.15E-27
168.5,2.70E-27
168.6,2.32E-27
168.7,1.99E-27
168.8,1.70E-27
168.9,1.46E-27
169,1.25E-27
169.1,1.07E-27
169.2,9.16E-28
169.3,7.84E-28
169.4,6.71E-28
169.5,5.74E-28
169.6,4.92E-28
169.7,4.20E-28
169.8,3.60E-28
169.9,3.07E-28
170,2.63E-28
170.1,2.25E-28
170.2,1.92E-28
170.3,1.64E-28
170.4,1.40E-28
170.5,1.20E-28
170.6,1.02E-28
170.7,8.72E-29
170.8,7.44E-29
170.9,6.35E-29
171,5.41E-29
171.1,4.62E-29
171.2,3.94E-29
171.3,3.36E-29
171.4,2.86E-29
171.5,2.44E-29
171.6,2.08E-29
171.7,1.77E-29
171.8,1.51E-29
171.9,1.28E-29
172,1.09E-29
172.1,9.29E-30
172.2,7.91E-30
172.3,6.73E-30
172.4,5.72E-30
172.5,4.87E-30
172.6,4.14E-30
172.7,3.52E-30
172.8,2.99E-30
172.9,2.54E-30
173,2.16E-30
173.1,1.83E-30
173.2,1.56E-30
173.3,1.32E-30
173.4,1.12E-30
173.5,9.51E-31
173.6,8.07E-31
173.7,6.84E-31
173.8,5.80E-31
173.9,4.92E-31
174,4.17E-31
174.1,3.53E-31
174.2,2.99E-31
174.3,2.54E-31
174.4,2.15E-31
174.5,1.82E-31
174.6,1.54E-31
174.7,1.30E-31
174.8,1.10E-31
174.9,9.33E-32
175,7.89E-32
