Energy (meV),DOS
140.4,5.04E-09
140.5,4.69E-09
140.6,4.36E-09
140.7,4.05E-09
140.8,3.77E-09
140.9,3.51E-09
141,3.26E-09
141.1,3.03E-09
141.2,2.82E-09
141.3,2.62E-09
141.4,2.43E-09
141.5,2.26E-09
141.6,2.10E-09
141.7,1.95E-09
141.8,1.81E-09
141.9,1.68E-09
142,1.56E-09
142.1,1.44E-09
142.2,1.34E-09
142.3,1.24E-09
142.4,1.15E-09
142.5,1.07E-09
142.6,9.91E-10
142.7,9.18E-10
142.8,8.51E-10
142.9,7.88E-10
143,7.30E-10
143.1,6.77E-10
143.2,6.27E-10
143.3,5.80E-10
143.4,5.37E-10
143.5,4.97E-10
143.6,4.60E-10
143.7,4.26E-10
143.8,3.94E-10
143.9,3.64E-10
144,3.37E-10
144.1,3.11E-10
144.2,2.88E-10
144.3,2.66E-10
144.4,2.46E-10
144.5,2.27E-10
144.6,2.10E-10
144.7,1.94E-10
144.8,1.79E-10
144.9,1.65E-10
145,1.53E-10
145.1,1.41E-10
145.2,1.30E-10
145.3,1.20E-10
145.4,1.11E-10
145.5,1.02E-10
145.6,9.41E-11
145.7,8.68E-11
145.8,8.00E-11
145.9,7.38E-11
146,6.80E-11
146.1,6.26E-11
146.2,5.77E-11
146.3,5.31E-11
146.4,4.89E-11
146.5,4.51E-11
146.6,4.15E-11
146.7,3.82E-11
146.8,3.51E-11
146.9,3.23E-11
147,2.97E-11
147.1,2.74E-11
147.2,2.52E-11
147.3,2.31E-11
147.4,2.13E-11
147.5,1.96E-11
147.6,1.80E-11
147.7,1.65E-11
147.8,1.52E-11
147.9,1.39E-11
148,1.28E-11
148.1,1.17E-11
148.2,1.08E-11
148.3,9.90E-12
148.4,9.08E-12
148.5,8.34E-12
148.6,7.65E-12
148.7,7.01E-12
148.8,6.43E-12
148.9,5.90E-12
149,5.41E-12
149.1,4.96E-12
149.2,4.54E-12
149.3,4.16E-12
149.4,3.81E-12
149.5,3.49E-12
149.6,3.20E-12
149.7,2.93E-12
149.8,2.68E-12
149.9,2.45E-12
150,2.25E-12
150.1,2.06E-12
150.2,1.88E-12
150.3,1.72E-12
150.4,1.57E-12
150.5,1.44E-12
150.6,1.31E-12
150.7,1.20E-12
150.8,1.10E-12
150.9,1.00E-12
151,9.17E-13
151.1,8.38E-13
151.2,7.65E-13
151.3,6.99E-13
151.4,6.38E-13
151.5,5.82E-13
151.6,5.31E-13
151.7,4.85E-13
151.8,4.42E-13
151.9,4.03E-13
152,3.68E-13
152.1,3.36E-13
152.2,3.06E-13
152.3,2.79E-13
152.4,2.54E-13
152.5,2.32E-13
152.6,2.11E-13
152.7,1.92E-13
152.8,1.75E-13
152.9,1.59E-13
153,1.45E-13
153.1,1.32E-13
153.2,1.20E-13
153.3,1.09E-13
153.4,9.95E-14
153.5,9.05E-14
153.6,8.23E-14
153.7,7.49E-14
153.8,6.81E-14
153.9,6.19E-14
154,5.62E-14
154.1,5.11E-14
154.2,4.64E-14
154.3,4.22E-14
154.4,3.83E-14
154.5,3.48E-14
154.6,3.16E-14
154.7,2.87E-14
154.8,2.60E-14
154.9,2.36E-14
155,2.14E-14
155.1,1.94E-14
155.2,1.76E-14
155.3,1.60E-14
155.4,1.45E-14
155.5,1.31E-14
155.6,1.19E-14
155.7,1.08E-14
155.8,9.78E-15
155.9,8.86E-15
156,8.02E-15
156.1,7.27E-15
156.2,6.58E-15
156.3,5.96E-15
156.4,5.39E-15
156.5,4.88E-15
156.6,4.41E-15
156.7,3.99E-15
156.8,3.61E-15
156.9,3.27E-15
157,2.95E-15
157.1,2.67E-15
157.2,2.41E-15
157.3,2.18E-15
157.4,1.97E-15
157.5,1.78E-15
157.6,1.61E-15
157.7,1.45E-15
157.8,1.31E-15
157.9,1.18E-15
158,1.07E-15
158.1,9.64E-16
158.2,8.70E-16
158.3,7.85E-16
158.4,7.08E-16
158.5,6.39E-16
158.6,5.76E-16
158.7,5.19E-16
158.8,4.68E-16
158.9,4.22E-16
159,3.80E-16
159.1,3.42E-16
159.2,3.08E-16
159.3,2.78E-16
159.4,2.50E-16
159.5,2.25E-16
159.6,2.03E-16
159.7,1.82E-16
159.8,1.64E-16
159.9,1.48E-16
160,1.33E-16
160.1,1.19E-16
160.2,1.07E-16
160.3,9.66E-17
160.4,8.68E-17
160.5,7.80E-17
160.6,7.01E-17
160.7,6.30E-17
160.8,5.66E-17
160.9,5.08E-17
161,4.57E-17
161.1,4.10E-17
161.2,3.68E-17
161.3,3.30E-17
161.4,2.96E-17
161.5,2.66E-17
161.6,2.39E-17
161.7,2.14E-17
161.8,1.92E-17
161.9,1.72E-17
162,1.54E-17
162.1,1.38E-17
162.2,1.24E-17
162.3,1.11E-17
162.4,9.94E-18
162.5,8.91E-18
162.6,7.98E-18
162.7,7.14E-18
162.8,6.39E-18
162.9,5.72E-18
163,5.12E-18
163.1,4.58E-18
163.2,4.10E-18
163.3,3.67E-18
163.4,3.28E-18
163.5,2.93E-18
163.6,2.62E-18
163.7,2.34E-18
163.8,2.09E-18
163.9,1.87E-18
164,1.67E-18
164.1,1.49E-18
164.2,1.33E-18
164.3,1.19E-18
164.4,1.06E-18
164.5,9.49E-19
164.6,8.47E-19
164.7,7.56E-19
164.8,6.75E-19
164.9,6.02E-19
165,5.37E-19
165.1,4.79E-19
165.2,4.27E-19
165.3,3.80E-19
165.4,3.39E-19
165.5,3.02E-19
165.6,2.69E-19
165.7,2.40E-19
165.8,2.14E-19
165.9,1.90E-19
166,1.69E-19
166.1,1.51E-19
166.2,1.34E-19
166.3,1.19E-19
166.4,1.06E-19
166.5,9.45E-20
166.6,8.41E-20
166.7,7.47E-20
166.8,6.65E-20
166.9,5.91E-20
167,5.25E-20
167.1,4.67E-20
167.2,4.15E-20
167.3,3.68E-20
167.4,3.27E-20
167.5,2.91E-20
167.6,2.58E-20
167.7,2.29E-20
167.8,2.03E-20
167.9,1.80E-20
168,1.60E-20
168.1,1.42E-20
168.2,1.26E-20
168.3,1.12E-20
168.4,9.91E-21
168.5,8.79E-21
168.6,7.79E-21
168.7,6.90E-21
168.8,6.12E-21
168.9,5.42E-21
169,4.80E-21
169.1,4.25E-21
169.2,3.77E-21
169.3,3.33E-21
169.4,2.95E-21
169.5,2.61E-21
169.6,2.31E-21
169.7,2.05E-21
169.8,1.81E-21
169.9,1.60E-21
170,1.42E-21
170.1,1.25E-21
170.2,1.11E-21
170.3,9.78E-22
170.4,8.64E-22
170.5,7.63E-22
170.6,6.74E-22
170.7,5.96E-22
170.8,5.26E-22
170.9,4.64E-22
171,4.10E-22
171.1,3.62E-22
171.2,3.19E-22
171.3,2.82E-22
171.4,2.49E-22
171.5,2.19E-22
171.6,1.93E-22
171.7,1.71E-22
171.8,1.50E-22
171.9,1.33E-22
172,1.17E-22
172.1,1.03E-22
172.2,9.07E-23
172.3,7.99E-23
172.4,7.04E-23
172.5,6.19E-23
172.6,5.45E-23
172.7,4.80E-23
172.8,4.23E-23
172.9,3.72E-23
173,3.27E-23
173.1,2.88E-23
173.2,2.53E-23
173.3,2.23E-23
173.4,1.96E-23
173.5,1.72E-23
173.6,1.51E-23
173.7,1.33E-23
173.8,1.17E-23
173.9,1.03E-23
174,9.01E-24
174.1,7.91E-24
174.2,6.95E-24
174.3,6.10E-24
174.4,5.35E-24
174.5,4.70E-24
174.6,4.12E-24
174.7,3.62E-24
174.8,3.17E-24
174.9,2.78E-24
175,2.44E-24
